,store,sido,gungu,store_address
635,대치점,서울,강남구,서울 강남구 대치4동 923-4호 104호
636,덕소점,경기,남양주시,경기 남양주시 와부읍 덕소리 491-1
637,덕소진도점,경기,남양주시,경기 남양주시 와부읍 덕소리 537-3번지 진도A 상가
638,도량행복점,경상북도,구미시,경상북도 구미시 도봉로 78 102
639,도봉1점(올리브치킨),서울,도봉구,서울 도봉구 도봉동 562-1
640,도안사랑점,대전광역시,서구,대전광역시 서구 용소로12번길 22 (가수원동) 1층
641,독립문점,서울,서대문구,서울 서대문구 영천동 69-130
642,독산시흥본점,서울,금천구,서울 금천구 독산동 1077-37  1층
643,돌곶이점,서울,성북구,서울 성북구 장위동 66-323
644,동대문스타점,서울특별시,동대문구,서울특별시 동대문구 한천로 133 (답십리동) 1층
645,동대문패션타운점,서울특별시,중구,"서울특별시 중구 마장로1길 28-11 (신당동) 신당동,1층"
646,동두천송내점,경기,동두천시,경기 동두천시 지행동 719-3 현대프라자 1층 107호
647,동림점,광주,북구,광주 북구 동림동 645번지 삼익상가
648,동서울터미널점(올리브카페),서울특별시,광진구,"서울특별시 광진구 강변역로 50 (구의동, 동서울터미 지하1층 15호"
649,동탄능동점,경기,화성시,경기 화성시 능동 1116번지 광명메이루즈상가 1층
650,동탄솔빛나루점,경기도,화성시,경기도 화성시 동탄반석로 99 (반송동) 106호
651,동탄청계점(express)(3),경기도,화성시,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반 상가동 108호"
652,동탄푸른숲속점,경기도,화성시,"경기도 화성시 10용사로 349-11 (능동, 위너스프라자) 112"
653,동판교백현마을점,경기,성남시,경기 성남시 분당구 백현동 604
654,동판교백현마을점,경기도,성남시,"경기도 성남시 분당구 동판교로 52 (백현동, 제이스타 52번길 5(백현동)"
655,동판교봇들마을점,경기도,성남시,경기도 성남시 분당구 동판교로 212 봇들마을6단지아 봇들마을가상가 101
656,동해북삼점(올리브카페),강원도,동해시,강원도 동해시 효자남길 29-8 (쇄운동) 
657,동해천곡점,강원도,동해시,"강원도 동해시 천곡로 38 (천곡동, 굿모닝플라워) "
658,동호본점(express)(2),대구광역시,동구,대구광역시 동구 동호로 54 (동호동) 1층
659,두산위브제니스점,대구광역시,수성구,"대구광역시 수성구 달구벌대로 2435 (범어동, 두산위 301동 B103-1호"
660,두산점,대구광역시,수성구,대구광역시 수성구 들안로14길 71 (두산동) 
661,두암사랑점(cafe),광주광역시,북구,"광주광역시 북구 삼정로 143 (두암동, 송산아파트) 102"
662,둔촌점,서울,강동구,서울 강동구 둔촌2동 70-56
663,등촌3점,서울특별시,강서구,"서울특별시 강서구 강서로68길 36 (등촌동, 등촌주공1 105"
664,마곡점,서울특별시,강서구,"서울특별시 강서구 마곡동로 61 (마곡동, 에이스프라 1층 102호"
665,마들점,서울특별시,노원구,서울특별시 노원구 동일로 228길 29 106호(상계동)
666,마산구암점,경남,창원시,경남 창원시 마산회원구 구암동 19-35번지
667,마산삼계점,경남,마산시,"경남 마산시 내서읍 삼계리 21 현대아파트상가102,103호"
668,마산석전점,경상남도,창원시,경상남도 창원시 마산회원구 석전남8길 72 
669,마산월영점,경상남도,창원시,경상남도 창원시 마산합포구 월영마을로 29 동아2차아 202
670,마산창동점,경상남도,창원시,경상남도 창원시 마산합포구 동서동3길 39 (신포동1가 
671,마산호계점,경남,마산시,경남 마산시 내서읍 호계리 72-1 지팝프라자106호 107
672,마석행복점,경기,남양주시,경기 남양주시 화도읍 마석우리 588번지 104호
673,마장점,서울특별시,성동구,서울특별시 성동구 마장로 299 (마장동) 
674,마천점,서울,송파구,서울 송파구 마천동 183-47 상가 1층 101호
675,마포도화점,서울,마포구,서울 마포구 도화동 7-20
676,마포용강점,서울,마포구,서울 마포구 대흥동 541-1 1층
677,만리점,서울,마포구,서울 마포구 공덕동 7-249
678,만수점,인천광역시,남동구,"인천광역시 남동구 담방로21번길 55 (만수동, 뉴서울 1층 6호"
679,만수주공점(익스프레스),인천,남동구,인천 남동구 만수동 72-26
680,망원점,서울,마포구,서울 마포구 망원동 475-35 
681,매탄2점(명변),경기,수원시,경기 수원시 영통구 매탄4동 207-18번지
682,매탄점,경기도,수원시,"경기도 수원시 팔달구 권광로 246 (인계동, 래미안 노 상가동 114호"
683,명륜점,서울,종로구,서울 종로구 명륜3가 2~160 53 유림회관부속동1층 20
684,명일점,서울,강동구,서울 강동구 명일동 289-14
685,명지대점,서울특별시,서대문구,서울특별시 서대문구 거북골로 17 (홍은동) 1층
686,목동5점,서울특별시,양천구,서울특별시 양천구 목동서로 130 (목동) 101호
687,목동역점,서울,양천구,서울 양천구 목1동 935 진도아파트상가 101.103호
688,목동한청점,서울,양천구,서울 양천구 목동 199-46 우성 대원프라자 101호
689,목포석현점,전라남도,목포시,"전라남도 목포시 텃골로33번길 53, 제주민복지시설동  (석현동, 석현동 금호어울림)"
690,목포옥암점(올리브카페),전라남도,목포시,전라남도 목포시 남악2로9번길 8 (옥암동) 1층
691,목포하당점,전라남도,목포시,"전라남도 목포시 교육로 37 (상동, 목포우성우편취급 "
692,목포하당점(express)(2),전라남도,목포시,"전라남도 목포시 교육로 37 (상동, 목포우성우편취급 "
693,무안남악행운점,전라남도,무안군,전라남도 무안군 삼향읍 남악3로 39 (펠리시티상가) 102동 1층 104호
694,무원점,경기,고양시,경기 고양시 덕양구 행신동 720
695,묵동행복점,서울특별시,중랑구,서울특별시 중랑구 중랑역로 242 (묵동) 1층2호
696,문경점,경북,문경시,경북 문경시 문경읍 하리 63-2
697,문래점,서울,영등포구,서울 영등포구 문래동6가 8번지   그대가상가 102호
698,문막점,강원,원주시,강원 원주시 문막읍 동화리 1541
699,문산행복점,경기도,파주시,경기도 파주시 문산읍 당동1로 52 
700,문성고아점,경상북도,구미시,경상북도 구미시 고아읍 들성로 255 
701,문정점,서울,송파구,서울 송파구 문정동 39-1
702,문흥지구점,광주광역시,북구,"광주광역시 북구 천지인로173번길 28 (문흥동, 광명아 상가A동 108호"
703,미사점,경기도,하남시,"경기도 하남시 미사강변대로 212 (망월동, 미사센트럴 1층 120호"
704,밀양내이점,경상남도,밀양시,경상남도 밀양시 백민로 31-2 (내이동) 1층
705,밀양수산점,경남,밀양시,경남 밀양시 하남읍 수산리 814-62번지
706,반포중앙점,서울특별시,서초구,"서울특별시 서초구 신반포로23길 41 (잠원동, 잠원상 121호 122호"
707,발산점,서울특별시,강서구,서울특별시 강서구 강서로47길 46 (내발산동) 1층
708,방배이수점,서울특별시,서초구,서울특별시 서초구 도구로 93 (방배동) 
709,방이점,서울,송파구,"서울 송파구 방이동 126-13, 1층 (가락로36길 6, 방이동)"
710,방촌행운점,대구광역시,동구,"대구광역시 동구 화랑로88길 30 (방촌동, 보성강남타 201동 103호"
711,방화점(2),서울,강서구,서울 강서구 방화동 260-40 번지
712,백석2점,경기도,고양시,경기도 고양시 일산동구 중앙로 1123 흰돌마을2단지아 백상가동 1층 140호
713,백석점,경기,양주시,경기 양주시 백석읍 복지리 130-8
714,병점1점,경기,화성시,경기 화성시 병점동 407-4 창명빌딩 107호
715,보광점(2),서울,용산구,서울 용산구 보광동 386-1
716,본스PC카페 세종점(e-cafe),세종특별자치시,조치원읍,세종특별자치시 조치원읍 행복11길 12 3층 301호
717,본오상록수점,경기도,안산시,경기도 안산시 상록구 본이로 13 (본오동) 1층
718,봉담행복점(cafe),경기,화성시,경기 화성시 봉담읍 상리 21-3번지
719,봉선제일점,광주광역시,남구,광주광역시 남구 봉선중앙로 57 
720,봉천쑥고개점,서울,관악구,서울 관악구 봉천4동 1584-5번지
721,봉천우성점,서울,관악구,서울 관악구 봉천동 36-10 
722,봉천중앙점,서울,관악구,서울 관악구 봉천2동 1703  동아A상가 1층  A동 104호
723,부산가야점,부산,부산진구,부산 부산진구 개금동 523-19
724,부산개금점,부산광역시,부산진구,부산광역시 부산진구 개금본동로 77 (개금동) 
725,부산거제점,부산광역시,연제구,부산광역시 연제구 중앙대로 1061 (연산동) 1층
726,부산고리원자력점,부산,기장군,부산 기장군 장안읍 월내리 171
727,부산광안리점,부산,수영구,부산 수영구 광안동 192-16
728,부산괴정점,부산,사하구,부산 사하구 괴정3동 262-1
729,부산구서점,부산광역시,금정구,부산광역시 금정구 구서중앙로 25 
730,부산기장점,부산,기장군,부산 기장군 기장읍 동부리 365-1
731,부산남산점,부산광역시,금정구,부산광역시 금정구 금강로 735-1 (청룡동) 
732,부산남천점(express)(2),부산광역시,수영구,부산광역시 수영구 수영로408번길 24-4 (남천동) 1층
733,부산녹산신호점,부산,강서구,부산 강서구 신호동 220-4 골든프라자 103
734,부산대신점,부산광역시,서구,부산광역시 서구 부용로 15-1 (서대신동1가) 
735,부산대연점,부산광역시,남구,부산광역시 남구 수영로219번길 45 (대연동)
736,부산덕천점,부산광역시,북구,부산광역시 북구 만덕대로78번길 30 (덕천동) 
737,부산동삼국민은행점,부산,영도구,부산 영도구 동삼동 354-1
738,부산마리나점,부산,해운대구,부산 해운대구 우동 993-4 대우마리나2차상가 106
739,부산만덕점,부산광역시,북구,부산광역시 북구 만덕3로 34 (만덕동) 
740,부산망미점,부산,수영구,부산 수영구 망미동 444-18 
741,부산명서점,부산,동래구,부산 동래구 명장1동 484-5
742,부산명지국제신도시점,부산광역시,강서구,"부산광역시 강서구 명지국제8로 286(명지동, 지봉빌딩 1층 106호"
743,부산명지점,부산광역시,강서구,"부산광역시 강서구 명지오션시티6로 33 (명지동, 엘크 103호"
744,부산모라점,부산,사상구,부산 사상구 모라동 1339-19
745,부산몰운대다대1동점,부산,사하구,부산 사하구 다대동 1551-26
746,부산문현점,부산,남구,부산 남구 문현동 202-69
747,부산밀양삼문점,경남,밀양시,경남 밀양시 삼문동 552-1 제일훼미리상가 107호
748,부산반송점,부산,해운대구,부산 해운대구 반송2동 886 삼한5차상가 105
749,부산반여점,부산광역시,해운대구,"부산광역시 해운대구 반여로 112-1 (반여동, 산봉빌딩 "
750,부산봉래청학점,부산,영도구,부산 영도구 청학2동 7-6 번지
751,부산부곡점,부산,금정구,부산 금정구 부곡동 292-13
752,부산사상점,부산,사상구,부산 사상구 괘법동 516-1 한신아파트상가 2동 107-1
753,부산사직점,부산,동래구,부산 동래구 사직동 99-1
754,부산사하감천점,부산,사하구,부산 사하구 감천동 789 유림2차 106호
755,부산송정점,부산광역시,해운대구,"부산광역시 해운대구 송정중앙로 35 (송정동, 비비큐) "
756,부산수영점,부산광역시,수영구,부산광역시 수영구 무학로 30-4 (광안동) 
757,부산신주례점,부산,사상구,부산 사상구 주례동 939-1 주례1차 A상가 106-114
758,부산안락점,부산,동래구,부산 동래구 안락동 472-1 
759,부산양산신도시점,경남,양산시,경남 양산시 중부동 689-1 골든글로리 상가
760,부산양산평산점,경남,양산시,경남 양산시 평산동 496-3
761,부산엄궁점,부산,사상구,부산 사상구 엄궁동 40-67
762,부산연산로타리점,부산광역시,연제구,부산광역시 연제구 중앙대로 1184 (거제동) (거제동)
763,부산연산점,부산광역시,연제구,부산광역시 연제구 월드컵대로 27 (연산동)
764,부산연산토곡점,부산광역시,연제구,부산광역시 연제구 과정로226번길 8 (연산동) 
765,부산영선점(올리브치킨),부산광역시,영도구,부산광역시 영도구 꿈나무길 255 (신선동3가) 1층
766,부산온천점,부산광역시,동래구,부산광역시 동래구 중앙대로1367번길 25 (온천동) 
767,부산용호점,부산,남구,부산 남구 용호동 393-1 
768,"부산장전점(express)(2,명변)",부산광역시,금정구,"부산광역시 금정구 금강로 225 (장전동, 벽산블루밍디 1층 204호 2단지 근린생활시설동"
769,부산재송역점,부산광역시,해운대구,부산광역시 해운대구 해운대로76번길 16 (재송동) 
770,부산재송점,부산,해운대구,부산 해운대구 반여동 1291-1369 1층
771,부산전포점(express),부산,부산진구,부산 부산진구 전포동 202-25번지
772,부산정관중앙점,부산광역시,기장군,부산광역시 기장군 정관읍 정관5로 12 (동원로얄듀크2 동원로얄듀크상가 227동 125호
773,부산좌동신도시점,부산,해운대구,부산 해운대구 중동 181-1 롯데캐슬마스터2  301-108
774,부산좌동점,부산,해운대구,부산 해운대구 좌동 1317번지 경동플러스상가 206호
775,부산초읍점,부산,부산진구,부산 부산진구 연지동 375-14
776,부산통도환타지아점,경남,양산시,경남 양산시 하북면 순지리 812-7
777,부산하단점,부산,사하구,"부산 사하구 하단동 낙동대로 519번길 79, 1층 3호"
778,부산학장점,부산광역시,사상구,"부산광역시 사상구 학감대로123번길 67 (학장동, 학장 301동 지하1층 206호"
779,부산화명신도시점,부산,북구,부산 북구 화명동 2271-2 새론빌딩 105호
780,부안격포점,전북,부안군,전북 부안군 변산면 격포리 508-35 
781,부영점,경기,남양주시,경기 남양주시 지금동 390-16번지  예전빌딩 1층
782,부천상동2점(3),경기도,부천시,경기도 부천시 조마루로97번길 33-13 (상동) 1층
783,부천상동3점,경기,부천시,경기 부천시 원미구 상동 534-9 모건시티 1층
784,부천상동점,경기,부천시,경기 부천시 원미구 상1동 392번지 한아름상가 112호
785,부천심곡점,경기도,부천시,경기도 부천시 소사구 성주로 216 (심곡본동)
786,부천약대점,경기,부천시,경기 부천시 오정구 내동 31-28 효마을타운 101-101
787,부천역곡2점,경기,부천시,경기 부천시 원미구 역곡동 411 동부센트레빌 3단지 제상가동 103
788,부천원종점,경기,부천시,"경기 부천시 오정구 원종동 230-5 외1필지대창스페이스106,107호"
789,부천원종초등점,경기도,부천시,"경기도 부천시 오정구 삼작로 400 (원종동, 원종시장) 127호(원종동,원종시장)"
790,부천중동본점,경기,부천시,경기 부천시 원미구 중동 1100 대원아파트상가동1층 107호
791,부평2점,인천,부평구,인천 부평구 부평2동 756-103
792,부평4점(cafe),인천,부평구,인천 부평구 부평4동 441-36번지 부평빌딩1층
793,부평삼산점,인천,부평구,인천 부평구 삼산동 389-2 로얄프라자 108호
794,부평삼산타운점,인천,부평구,인천 부평구 삼산동 440-1 삼산타운상가 107호
795,북변감정점,경기도,김포시,경기도 김포시 봉화로167번길 10 (감정동) 
796,분당구미점,경기도,성남시,경기도 성남시 분당구  미금로 48 101
797,분당미금점,경기,성남시,경기 성남시 분당구 구미동 47-3
798,분당본점,경기,성남시,경기 성남시 분당구 분당동 123-1
799,분당서현점,경기,성남시,경기 성남시 분당구 서현동 94 현대아케이트 127
800,분당수내점,경기도,성남시,"경기도 성남시 분당구 수내로 74 (수내동, 양지마을금 108호"
801,분당아름마을점,경기도,성남시,"경기도 성남시 분당구 성남대로779번길 48 (이매동,골든프라자106호)"
802,분당야탑본점,경기,성남시,경기 성남시 분당구 야탑동 287-10
803,분당이매촌점,경기도,성남시,"경기도 성남시 분당구 서현로 181 (이매동, 이매촌한 상가1층103호"
804,분당정자점,경기도,성남시,경기도 성남시 분당구 내정로129번길 17 (정자동) 
805,분당정자카페거리점,경기도,성남시,경기도 성남시 분당구 성남대로 381 1층
806,분당중앙점(올리브치킨)(2),경기도,성남시,"경기도 성남시 분당구 불정로 141 (정자동, 정든마을 104호"
807,불광1동점(5),서울,은평구,서울 은평구 불광동 8/5번지
808,비발디점,강원도,홍천군,강원도 홍천군 서면 한서로 2125 
809,비전중앙점,경기,평택시,경기 평택시 비전동 764-7 1층
810,빛가람점,전라남도,나주시,전라남도 나주시 그린로 193 (빛가람동) 1층 105호
811,사가정점,서울,중랑구,서울 중랑구 면목3동 454-23
812,사당점,서울특별시,동작구,서울특별시 동작구 동작대로9길 7 (사당동) 1층 (사당동)
813,사북고한점,강원도,정선군,강원도 정선군 고한읍 고한로 89 
814,사천사남점,경상남도,사천시,경상남도 사천시 사남면 진삼로 1126 
815,사천시청점(올리브치킨3),경상남도,사천시,경상남도 사천시 용현면 용현2길 50 (시티빌딩) 
816,사천점(올리브치킨3),경상남도,사천시,경상남도 사천시 사천읍 역사동길 41 
817,산본1호점,경기도,군포시,경기도 군포시  번영로 380-1 
818,산본2점,경기,군포시,경기 군포시 산본동 1118-6번지 1층 103호
819,산본3점,경기,군포시,경기 군포시 산본2동 1078번지 1층
820,산본금정본점,경기도,군포시,"경기도 군포시 금산로 55 (산본동, 화남상가) 101,102호"
821,삼사해상공원점,경상북도,영덕군,경상북도 영덕군 강구면 동해대로 4332 
822,삼성점,서울특별시,강남구,서울특별시 강남구 봉은사로61길 17 (삼성동) 1층(삼성동)
823,상도2점,서울,동작구,서울 동작구 상도동 17-62
824,상도점,서울특별시,동작구,서울특별시 동작구 양녕로 184 (상도동) 1층
825,상모사곡점,경북,구미시,경북 구미시 상모동 신세계타운2단지 901-105
826,상암점,서울,마포구,서울 마포구 상암동 1000~1599 1462번지
827,상일점,서울특별시,강동구,서울특별시 강동구 상일동 276
828,상주2점,경상북도,상주시,경상북도 상주시 삼백로 177 (복룡동)
829,상현점,경기도,용인시,"경기도 용인시 수지구 수지로 70-1 (상현동, 동원한의 "
830,샘터행복점,경기도,고양시,"경기도 고양시 덕양구 중앙로557번길 7-20 (행신동,  1층 103호"
831,서교점(cafe)(2),서울특별시,마포구,서울특별시 마포구 월드컵북로5길 22 (서교동) 1층
832,서귀포신시가지점,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 신서귀로 11 (법환동, 서호 "
833,서산음암점,충청남도,서산시,충청남도 서산시 음암면 도당가금말길 55 (1층)
834,서산지곡점,충남,서산시,충남 서산시 지곡면 충의로 762-78 늘푸른오스카빌아 (늘푸른오스카빌아파트상가동216호)
835,서산호수공원점,충청남도,서산시,충청남도 서산시 호수공원11로 35 (읍내동) 
836,서울대점,서울,관악구,서울 관악구 봉천7동 1609-5 1층
837,서창2지구점,인천광역시,남동구,인천광역시 남동구 서창남로 16-1 (서창동) 1층 104호(HK프라자)
838,서천서면점,충청남도,서천군,충청남도 서천군 서면 공암남촌길 178 
839,서초2점,서울,서초구,서울 서초구 서초동 1510-15 1층 108호
840,서초3점,서울,서초구,서울 서초구 서초동 1334 신동아상가 105호
841,서초점,서울,서초구,서울 서초구 반포동 740-17 1층
842,서초타워점,서울특별시,서초구,"서울특별시 서초구 중앙로 582 (우면동) 101(우면동,서초타워)"
843,서판교산운마을점,경기,성남시,경기 성남시 분당구 운중동 922 산운마을주공11단지내상가 101
844,서화천도리점,강원도,인제군,강원도 인제군 서화면 금강로 1759-1 
845,석계모아점,경남,양산시,경남 양산시 상북면 석계리 34-43
846,석계점,서울,성북구,서울 성북구 석관동 10번지   두산A상가 126호
847,석촌2점,서울,송파구,서울 송파구 석촌동 156-6
848,선유리점,경기도,파주시,경기도 파주시 문산읍 사임당로 44 선유프라자나동2호
849,성남금광점(Cafe),경기,성남시,경기 성남시 중원구 금광동 2889 1층
850,성남복정점,경기,성남시,경기 성남시 수정구 복정동 690-6번지 1층
851,성남수진점(2명변),경기,성남시,경기 성남시 수정구 수진동 3395-2번지 1층
852,성남신흥점,경기,성남시,경기 성남시 수정구 산성동 1466
853,성남중앙점,경기도,성남시,경기도 성남시 중원구 광명로 242-3 (중앙동) 1층
854,성남태평점,경기,성남시,경기 성남시 수정구 태평2동 3196번지
855,성북스타3호점(올리브카페),서울특별시,성북구,서울특별시 성북구 동소문로 23-4 (동소문동4가) 
856,성북스타점,서울특별시,성북구,서울특별시 성북구 보문로 57 (보문동7가) 1층
857,성산점,서울특별시,마포구,"서울특별시 마포구 월드컵로32길 35 (성산동) 101(성산동,1층)"
858,성서이곡희망점,대구,달서구,대구 달서구 이곡1동 한샘타운 상가 102 
859,성수2점,서울,성동구,서울 성동구 성수1가2동 13-78
860,성주점(올리브치킨3)(2),경상북도,성주군,경상북도 성주군 성주읍 성주읍2길 13-9 
861,세검정점,서울,종로구,서울 종로구 신영동 131-2
862,세류대우점,경기,수원시,경기 수원시 팔달구 매산로3가 111-9
863,세종고운점,세종특별자치시,마음로,세종특별자치시 마음로 272-9 (고운동) 강남빌딩 109호
864,세종금남점,세종특별자치시,금남면,세종특별자치시 금남면 용포로 45 1층 103호
865,세종비즈니스센터점,세종특별자치시,가름로,"세종특별자치시 가름로 232 (어진동, 세종비즈니스센 A138호 A139"
866,세종새롬점(올리브카페),세종특별자치시,새롬중앙로,"세종특별자치시 새롬중앙로 62-15 (새롬동, 해피라움W 1층 132,135호"
867,세종소담점,세종특별자치시,소담1로,"세종특별자치시 소담1로 12 (소담동, 지엘플렉스1) 1층 109호"
868,세종시청점,세종특별자치시,호려울로,"세종특별자치시 호려울로 29 (보람동, 세종시드니) 1층105호,106호"
869,세종아름점,세종특별자치시,달빛로,"세종특별자치시 달빛로 109 (아름동, 범지기마을4단지 412동 101, 101-1호"
870,세종장군점,세종특별자치시,장군면,"세종특별자치시 장군면 장척로 569 1층 104,105호"
871,세종종촌점,세종특별자치시,도움3로,"세종특별자치시 도움3로 159 (종촌동, 가재마을3단지 1층 113호"
872,소사시온점,경기도,부천시,경기도 부천시 소사본동 409-1 (유성메트로) 1층 111호
873,속리산점,충청북도,보은군,충청북도 보은군 속리산면 사내5길 6-8 
874,속초교동스타점,강원도,속초시,"강원도 속초시 미시령로3337번길 6-49 (교동, 현대1차 1층 105호"
875,속초조양점,강원,속초시,강원 속초시 조양동 1378~1499 1484-11
876,송강점,대전광역시,유성구,대전광역시 유성구 테크노3로 60 (관평동) 1층 115호
877,송도신도시점,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로274번길 15 (송도동,  상가동 1층 2호"
878,송도캠퍼스타운점,인천,연수구,인천 연수구 송도동 149 C동 203호 
879,송우점,경기,포천시,경기 포천시 소흘읍 송우리 726-15번지 
880,송탄금호점,경기도,평택시,경기도 평택시 서정북로 87 (서정동) 
881,송파삼전점,서울특별시,송파구,"서울특별시 송파구 백제고분로28길 8 (삼전동,한양빌딩1층)"
882,송파점,서울,송파구,서울 송파구 송파동 100-1 1층
883,수색점,서울,은평구,서울 은평구 수색동 131-4  1층
884,수원곡선점,경기,수원시,경기 수원시 권선구 권선동 1259-9
885,수원구운점,경기,수원시,경기 수원시 권선구 구운동 530-2
886,수원권선점,경기,수원시,경기 수원시 권선구 권선동 1049-12
887,수원꽃뫼마을점,경기,수원시,경기 수원시 팔달구 화서2동 685-3 101호
888,수원당수점,경기,수원시,경기 수원시 권선구 당수동    인정프린스 105호
889,수원망포점,경기,수원시,경기 수원시 영통구 망포동 297-8 외1필지 가동 1층2호
890,수원성대점,경기,수원시,경기 수원시 장안구 천천동 561-1 105호
891,수원신영통점,경기,화성시,경기 화성시 반월동 신영통현대3차아파트 (301~311동) 3단지 상가 110호
892,수원영통벽적골점,경기,수원시,경기 수원시 영통구 영통동 976-11
893,수원영통점,경기,수원시,"경기 수원시 영통구 영일로  16-4(영통동,1층)"
894,수원우만1점,경기,수원시,경기 수원시 팔달구 우만동 522
895,수원율전점,경기,수원시,경기 수원시 장안구 서부로  2126번길  27(율전동)
896,수원정자행운점(cafe)(2),경기도,수원시,"경기도 수원시 장안구 정자천로189번길 40 (정자동,  분산상가동 101,102호"
897,수원조암점,경기,화성시,경기 화성시 우정읍 조암리 217-14번지
898,수원지동점,경기,수원시,경기 수원시 팔달구 지동 144-7
899,수원천천점,경기,수원시,경기 수원시 장안구 정자동 914 대림진흥상가 101호
900,수원한일타운점,경기,수원시,경기 수원시 장안구 송죽동 73 현광프라자 103
901,수원화서2점,경기도,수원시,"경기도 수원시 팔달구 동말로25번길 96 (화서동,1층)"
902,수유점,서울특별시,강북구,서울특별시 강북구 노해로23길 67 (수유동) 1층
903,순천법원점(까페),전남,순천시,전남 순천시 왕지동 869-1
904,순천오천점,전라남도,순천시,전라남도 순천시 오천7길 28 (오천동) 1층 101호
905,숭실대점,서울,동작구,서울 동작구 상도1동 347
906,스타캐슬PC방점,경기,수원시,경기 수원시 권선구 권선동 1038~1066 1052-8번지 2층(세권로181번길 20-3)
907,시랄라워터파크점(특화)(사변),서울특별시,영등포구,"서울특별시 영등포구 문래로 164 (문래동3가, 영등포  제비 201호, 제비 202호"
908,시즌아이PC방숭실대(취급),서울특별시,동작구,서울특별시 동작구 상도로61길 40 (상도동) 3층 
909,시화정왕2호점,경기도,시흥시,"경기도 시흥시 서촌상가3길 17 (정왕동, 명지프라자) "
910,시화정왕점,경기,시흥시,경기 시흥시 정왕동 1866-6 
911,시화함현마을점,경기,시흥시,경기 시흥시 정왕동 1879-5 
912,시흥대야점,경기도,시흥시,"경기도 시흥시 비둘기공원7길 39 (대야동, 트윈프라자 A-107"
913,시흥본점,서울특별시,금천구,"서울특별시 금천구 시흥대로 150 (시흥동,지상1층)"
914,시흥신천,경기,시흥시,경기 시흥시 신천동 750-3
915,시흥연성점,경기도,시흥시,경기도 시흥시 장곡로 23 (장곡동) 106호 일부
916,시흥월곶점,경기,시흥시,경기 시흥시 월곶동 1009-2번지 월곶중앙프라자 104호
917,시흥정왕역점,경기도,시흥시,"경기도 시흥시 역전로302번길 9 (정왕동, 정현빌딩) 1층 102호"
918,신길거모점,경기도,안산시,경기도 안산시 단원구 중앙대로 415 (신길동) 105호
919,신길점,서울,영등포구,서울 영등포구 신길1동 463-36
920,신남태준점,강원도,인제군,강원도 인제군 남면 신남로 90 
921,신내점,서울,중랑구,서울 중랑구 신내동 531-11 
922,신당2점,서울,중구,서울 중구 신당동 304-585
923,신대방1점(3명변),서울,동작구,서울 동작구 신대방동 605-11
924,신대부적행운점,경상북도,경산시,경상북도 경산시 대학로 332 (조영동) 1층 101호
925,신도림점,서울,구로구,서울 구로구 신도림동 396-23번지
926,신림3점,서울특별시,관악구,"서울특별시 관악구 남부순환로143길 26 (신림동,1층) "
927,신림점,서울특별시,관악구,"서울특별시 관악구 신림로 122 (신림동,1층)"
928,신매탄점(2),경기도,수원시,"경기도 수원시 영통구 매탄로 142 (매탄동, 양성프라 102호"
929,신사2동점,서울,은평구,서울 은평구 신사동 343-33번지 1층
930,신양정점,부산광역시,부산진구,부산광역시 부산진구 연수로 24 (양정동) 1층
931,신월뉴타운점,서울특별시,양천구,"서울특별시 양천구 신월로15길 7 (신월동,길성아파트상가(107-108))"
932,신월성올리브점,대구광역시,달서구,대구광역시 달서구  조암남로 38 101
933,쌍문중앙점,서울,도봉구,서울 도봉구 쌍문3동 341~342 342-3번지
934,쌍문행복점,서울,도봉구,서울 도봉구 쌍문동 262-2
935,아쿠아리우스리조트점,경상남도,거제시,경상남도 거제시 사등면 거제대로 5697-6 (유원빌리지 
936,안국점,서울특별시,종로구,서울특별시 종로구 창덕궁길 84 (원서동) 
937,안동옥동송현점,경북,안동시,경북 안동시 옥동 789-13
938,안동용상점(올리브치킨),경상북도,안동시,경상북도 안동시 중들4길 11-7 (용상동) 1층
939,안동중앙점,경상북도,안동시,경상북도 안동시 퇴계로 124 (명륜동) 
940,안산고잔1동점,경기,안산시,경기 안산시 단원구 고잔1동 661-4 녹원상가 101호
941,안산고잔금강점,경기도,안산시,"경기도 안산시 상록구 중보로 22 (사동, 늘푸른아파트 늘푸른아파트상가 401동 104호"
942,안산고잔점,경기,안산시,경기 안산시 단원구 고잔2동 670-1 주공7단지 상가 마동 102호
943,안산고잔중앙점,경기도,안산시,"경기도 안산시 단원구 광덕2로 193-11 (고잔동, 창진 109호"
944,안산대부도점,경기도,안산시,경기도 안산시 단원구 대부중앙로 123 (대부동동) 1층일부
945,안산반월점,경기,안산시,경기 안산시 상록구 건건동 645-13 1층
946,안산본오점,경기,안산시,경기 안산시 상록구 본오3동 879-16 신안2차상가 114호
947,안산사동점(cafe),경기,안산시,경기 안산시 상록구 사동 1398-5번지 102호
948,안산선부2점,경기,안산시,경기 안산시 단원구 선부2동 1070-11 동양빌딩101호
949,안산원곡라성점,경기,안산시,경기 안산시 단원구 원곡동 846-4 베스트프라자 1층 120호
950,안산원곡점,경기,안산시,경기 안산시 단원구 원곡동 761-4
951,안산월피점,경기,안산시,경기 안산시 상록구 월피동 436-11
952,안산일동점,경기,안산시,경기 안산시 상록구 일동 85-6번지  1층
