,store,sido,gungu,store_address,_merge
322,백련시장점,서울특별시,서대문구,서울특별시 서대문구 남가좌2동 347-1,both
323,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 80, 1층(북가좌동)",both
324,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 북가좌2동 107-1 1층,both
325,영천시장점,서울특별시,서대문구,서울특별시 서대문구 천연동 1 냉천동 190,both
326,홍은1점,서울특별시,서대문구,서울특별시 서대문구 홍은2동 9-56 1층,both
327,홍은동점,서울특별시,서대문구,서울특별시 서대문구 홍은동 427-4,both
328,홍제동점,서울특별시,서대문구,서울특별시 서대문구 세무서2길 24. 1층(홍제동),both
329,백련시장점,서울특별시,서대문구,서울특별시 서대문구 남가좌2동 347-1,both
330,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 80, 1층(북가좌동)",both
331,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 북가좌2동 107-1 1층,both
332,영천시장점,서울특별시,서대문구,서울특별시 서대문구 천연동 1 냉천동 190,both
333,홍은1점,서울특별시,서대문구,서울특별시 서대문구 홍은2동 9-56 1층,both
334,홍은동점,서울특별시,서대문구,서울특별시 서대문구 홍은동 427-4,both
335,홍제동점,서울특별시,서대문구,서울특별시 서대문구 세무서2길 24. 1층(홍제동),both
336,보광2점,서울특별시,용산구,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)",both
337,해방촌점,서울특별시,용산구,서울특별시 용산구 용산동2가 1-46,both
338,보광2점,서울특별시,용산구,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)",both
339,해방촌점,서울특별시,용산구,서울특별시 용산구 용산동2가 1-46,both
340,약수역점,서울특별시,중구,서울특별시 중구 신당동 321-1 1층,both
341,약수역점,서울특별시,중구,서울특별시 중구 신당동 321-1 1층,both
342,개금점,부산광역시,부산진구,부산광역시 부산진구 개금3동 18,both
343,당감점,부산광역시,부산진구,부산광역시 부산진구 당감동 739-10,both
344,초읍점,부산광역시,부산진구,부산광역시 부산진구 초읍동 271-4,both
345,개금점,부산광역시,부산진구,부산광역시 부산진구 개금3동 18,both
346,당감점,부산광역시,부산진구,부산광역시 부산진구 당감동 739-10,both
347,초읍점,부산광역시,부산진구,부산광역시 부산진구 초읍동 271-4,both
348,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55,both
349,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55,both
350,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1,both
351,정관점,부산광역시,기장군,부산광역시 기장군 방곡리 427-4,both
352,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1,both
353,정관점,부산광역시,기장군,부산광역시 기장군 방곡리 427-4,both
354,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동),both
355,신선점,부산광역시,영도구,부산광역시 영도구 하나길 614,both
356,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동),both
357,신선점,부산광역시,영도구,부산광역시 영도구 하나길 614,both
358,두구동점,부산광역시,금정구,부산광역시 금정구 두구동 230-3,both
359,서3점,부산광역시,금정구,부산광역시 금정구 서3동 141-246,both
360,두구동점,부산광역시,금정구,부산광역시 금정구 두구동 230-3,both
361,서3점,부산광역시,금정구,부산광역시 금정구 서3동 141-246,both
362,모라점,부산광역시,사상구,부산광역시 사상구 모라로46번길 70(모라동),both
363,학장점,부산광역시,사상구,부산광역시 사상구 학감대로 129,both
364,모라점,부산광역시,사상구,부산광역시 사상구 모라로46번길 70(모라동),both
365,학장점,부산광역시,사상구,부산광역시 사상구 학감대로 129,both
366,반송2점,부산광역시,해운대구,부산광역시 해운대구 반송동 62-340,both
367,반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 207번가길 67,both
368,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1,both
369,해운대점,부산광역시,해운대구,부산광역시 해운대구 우동 541-5 해운대비치오피스텔 101,both
370,해운대좌동주공2,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105,both
371,반송2점,부산광역시,해운대구,부산광역시 해운대구 반송동 62-340,both
372,반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 207번가길 67,both
373,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1,both
374,해운대점,부산광역시,해운대구,부산광역시 해운대구 우동 541-5 해운대비치오피스텔 101,both
375,해운대좌동주공2,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105,both
376,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동),both
377,장림1점,부산광역시,사하구,부산광역시 사하구 장림동 641-180,both
378,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동),both
379,장림1점,부산광역시,사하구,부산광역시 사하구 장림동 641-180,both
380,사직점,부산광역시,동래구,부산광역시 동래구 사직동 19-45,both
381,사직점,부산광역시,동래구,부산광역시 동래구 사직동 19-45,both
382,용호2점,부산광역시,남구,부산광역시 남구 용호동 529-1,both
383,용호점,부산광역시,남구,"부산광역시 남구 용호로42번길 104(용호동,1층)",both
384,용호2점,부산광역시,남구,부산광역시 남구 용호동 529-1,both
385,용호점,부산광역시,남구,"부산광역시 남구 용호로42번길 104(용호동,1층)",both
386,토곡점,부산광역시,연제구,부산광역시 연제구 연산동 410-2,both
387,토곡점,부산광역시,연제구,부산광역시 연제구 연산동 410-2,both
388,화명점,부산광역시,북구,부산광역시 북구 화명동 1417-6,both
389,화명점,부산광역시,북구,부산광역시 북구 화명동 1417-6,both
390,강남점,대구광역시,동구,대구광역시 동구 신암로16길 2,both
391,대구송정점,대구광역시,동구,대구광역시 동구 반야월로 379(신서동),both
392,대구터미널점,대구광역시,동구,대구광역시 동구 신천동 431-4,both
393,동촌점,대구광역시,동구,대구광역시 동구 검사동 960-170,both
394,불로점,대구광역시,동구,대구광역시 동구 불로동 1139-7,both
395,신천점,대구광역시,동구,대구광역시 동구 신천동 279-17,both
396,율하점,대구광역시,동구,대구광역시 동구 율하동로12길 12(율하동),both
397,강남점,대구광역시,동구,대구광역시 동구 신암로16길 2,both
398,대구송정점,대구광역시,동구,대구광역시 동구 반야월로 379(신서동),both
399,대구터미널점,대구광역시,동구,대구광역시 동구 신천동 431-4,both
400,동촌점,대구광역시,동구,대구광역시 동구 검사동 960-170,both
401,불로점,대구광역시,동구,대구광역시 동구 불로동 1139-7,both
402,신천점,대구광역시,동구,대구광역시 동구 신천동 279-17,both
403,율하점,대구광역시,동구,대구광역시 동구 율하동로12길 12(율하동),both
404,강북점,대구광역시,북구,대구광역시 북구 읍내동 803-1,both
405,관음점,대구광역시,북구,대구광역시 북구 관음동 1319-11,both
406,대구고성점,대구광역시,북구,대구광역시 북구 고성3가 5-147,both
407,산격점,대구광역시,북구,대구광역시 북구 산격동 1232-3,both
408,서변점,대구광역시,북구,대구광역시 북구 서변동 1738-14,both
409,칠곡2점,대구광역시,북구,대구광역시 북구 구암동 674-4,both
410,칠성점,대구광역시,북구,"대구광역시 북구 칠성로15길  8, 1층",both
411,침산점,대구광역시,북구,대구광역시 북구 침산동 1466-1,both
412,태전점,대구광역시,북구,대구광역시 북구 태전동 162-30,both
413,강북점,대구광역시,북구,대구광역시 북구 읍내동 803-1,both
414,관음점,대구광역시,북구,대구광역시 북구 관음동 1319-11,both
415,대구고성점,대구광역시,북구,대구광역시 북구 고성3가 5-147,both
416,산격점,대구광역시,북구,대구광역시 북구 산격동 1232-3,both
417,서변점,대구광역시,북구,대구광역시 북구 서변동 1738-14,both
418,칠곡2점,대구광역시,북구,대구광역시 북구 구암동 674-4,both
419,칠성점,대구광역시,북구,"대구광역시 북구 칠성로15길  8, 1층",both
420,침산점,대구광역시,북구,대구광역시 북구 침산동 1466-1,both
421,태전점,대구광역시,북구,대구광역시 북구 태전동 162-30,both
422,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동),both
423,대봉점,대구광역시,중구,대구광역시 중구 대봉동 121-241,both
424,동인점,대구광역시,중구,대구광역시 중구 동인동3가 238-2,both
425,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동),both
426,대봉점,대구광역시,중구,대구광역시 중구 대봉동 121-241,both
427,동인점,대구광역시,중구,대구광역시 중구 동인동3가 238-2,both
428,대구대명점,대구광역시,남구,"대구광역시 남구 두류공원로20길 13(대명동, 1층)",both
429,봉덕2점,대구광역시,남구,대구광역시 남구 봉덕동 924-3,both
430,대구대명점,대구광역시,남구,"대구광역시 남구 두류공원로20길 13(대명동, 1층)",both
431,봉덕2점,대구광역시,남구,대구광역시 남구 봉덕동 924-3,both
432,대구상동점,대구광역시,수성구,대구광역시 수성구 수성로23길 20,both
433,대구지산점,대구광역시,수성구,대구광역시 수성구 지산동 1234 지산단지114-4,both
434,만촌점,대구광역시,수성구,대구광역시 수성구 만촌동 963-4,both
435,범어B점,대구광역시,수성구,대구광역시 수성구 동대구로77길 24,both
436,수성점,대구광역시,수성구,대구광역시 수성구 수성동1가 82-2,both
437,신매점,대구광역시,수성구,대구광역시 수성구 신매동 599-15,both
438,파동점,대구광역시,수성구,대구광역시 수성구 파동 199-22 1층,both
439,대구상동점,대구광역시,수성구,대구광역시 수성구 수성로23길 20,both
440,대구지산점,대구광역시,수성구,대구광역시 수성구 지산동 1234 지산단지114-4,both
441,만촌점,대구광역시,수성구,대구광역시 수성구 만촌동 963-4,both
442,범어B점,대구광역시,수성구,대구광역시 수성구 동대구로77길 24,both
443,수성점,대구광역시,수성구,대구광역시 수성구 수성동1가 82-2,both
444,신매점,대구광역시,수성구,대구광역시 수성구 신매동 599-15,both
445,파동점,대구광역시,수성구,대구광역시 수성구 파동 199-22 1층,both
446,대구서문점,대구광역시,서구,대구광역시 서구 비산동 280-8,both
447,만평점,대구광역시,서구,대구광역시 서구 비산동 1285-2,both
448,비산점,대구광역시,서구,대구광역시 서구 평리동 791-24,both
449,비산B점,대구광역시,서구,대구광역시 서구 비산1동 723-1,both
450,중리점(대구),대구광역시,서구,대구광역시 서구 국채보상로38길 57-1,both
451,평리점,대구광역시,서구,대구광역시 서구 평리동 618-1,both
