,store,sido,gungu,store_address,_merge
585,김해삼문점,경상남도,김해시,경남 김해시 장유면 삼문리 대동피렌체상가,both
586,김해삼방점,경상남도,김해시,경상남도 김해시 삼안로 136-1 (삼방동) 1층 ,both
587,김해어방점,경상남도,김해시,경남 김해시 어방동 503-6,both
588,김해율하점,경상남도,김해시,경상남도 김해시 율하2로 115번길 13 (관동동) 1층 110호,both
589,김해장유점,경상남도,김해시,경남 김해시 장유면 부곡리 805-4 104호,both
590,경남하동점,경상남도,하동군,경상남도 하동군 하동읍 경서대로 156 ,both
591,경남진교점,경상남도,하동군,경남 하동군 진교면 진교리 426-77,both
592,경남함안점,경상남도,함안군,경남 함안군 가야읍 말산리 487-5,both
593,경남칠원점,경상남도,함안군,경남 함안군 칠원면 용산리 39-2,both
594,함안군북점(명변),경상남도,함안군,경상남도 함안군 군북면 중암10길 20 ,both
595,경북영주가흥점,경상북도,영주시,경상북도 영주시 대학로 207 (가흥동) 101호,both
596,경북영주점,경상북도,영주시,"경상북도 영주시 선비로 206-1 (영주동, 호산나음악학 bbq올리브카페",both
597,경북영주휴천점,경상북도,영주시,경북 영주시 조암동 1187-35,both
598,경북풍기점,경상북도,영주시,경북 영주시 풍기읍 성내3리 48-2,both
599,경주안강우방점,경상북도,경주시,경상북도 경주시 안강읍 구부랑4길 14-19 ,both
600,경주건천점,경상북도,경주시,경상북도 경주시 건천읍 대경로 3977 ,both
601,경주나아점,경상북도,경주시,경상북도 경주시 양남면 나아5길 10-5 ,both
602,경주동천점,경상북도,경주시,경북 경주시 동천동 817-3,both
603,경주불국사점,경상북도,경주시,경북 경주시 진현동 611-114,both
604,경주성건점,경상북도,경주시,경상북도 경주시 금성로 385 (성건동) ,both
605,경주외동점,경상북도,경주시,경북 경주시 외동읍 입실1리 1016-8,both
606,경주용강점,경상북도,경주시,"경상북도 경주시 다불로 49 (용강동, 삼환나우빌) ,5(용강동,삼환나우빌상가)",both
607,경주충효이안점(올리브카페),경상북도,경주시,경상북도 경주시 충효천길 263-10 (충효동) 1층,both
608,경주충효점,경상북도,경주시,경북 경주시 충효동 2992-3 진성빌라상가 102호,both
609,경주황성2호점(올리브카페),경상북도,경주시,경상북도 경주시 용담로116번길(황성동) ,both
610,경주황성점,경상북도,경주시,경북 경주시 황성동 277-4,both
611,계양구청점,인천광역시,계양구,"인천광역시 계양구 오조산로45번길 11 (계산동, 한빛 ",both
612,계산역점,인천광역시,계양구,인천광역시 계양구 경명대로 1091 (계산동) 에이동 1층,both
613,인천계산3점,인천광역시,계양구,인천 계양구 계산2동 916-5,both
614,인천계산점,인천광역시,계양구,인천광역시 계양구 용종로 2 ,both
615,인천동양점,인천광역시,계양구,"인천광역시 계양구 당미길 43 (동양동, 외 13필지 동 ",both
616,인천작전2점,인천광역시,계양구,인천 계양구 작전동 64-1 삼보아파트상가 A-106,both
617,인천작전역점,인천광역시,계양구,인천 계양구 작전동 871-60 1층 4호,both
618,인천효성점,인천광역시,계양구,"인천광역시 계양구 효서로 182 (효성동, 풍림아파트) 상가동 106호",both
619,과천점,경기도,과천시,경기 과천시 별양동 1-3  제일상가 2층 204호,both
620,과천부림점,경기도,과천시,경기 과천시 부림동 20-1 일반상가 6호,both
621,광명철산푸르지오,경기도,광명시,"경기도 광명시 디지털로 24 (철산동, 철산푸르지오하 113동B125호",both
622,광명소하점,경기도,광명시,경기도 광명시 성채로50번길 9-12 101 (소하동),both
623,광명하안점,경기도,광명시,"경기도 광명시 가림로 54-11 (하안동, 하안주공아파트 일반상가 107호)",both
624,광명본점,경기도,광명시,경기 광명시 광명7동 720-5   1층,both
625,광명소하점,경기도,광명시,경기 광명시 소하동 1323-1 103,both
626,광명역점(올리브치킨),경기도,광명시,경기도 광명시 일직로12번길 11 (일직동) 1층 4호,both
627,광명철산점,경기도,광명시,경기 광명시 철산동 241-2 바상가106호,both
628,광명하안중앙점(4),경기도,광명시,"경기도 광명시 하안로 293-10 (하안동, 정산빌딩) ",both
629,철산본점,경기도,광명시,"경기도 광명시 시청로 124 ,103(철산동1층)",both
630,구미석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 동중리1길 11 ,both
631,경북북삼로뎀점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 북삼로 11 11길 8,both
632,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 197 ,both
633,금천시흥스타점,서울특별시,금천구,서울특별시 금천구 독산로40길 13 (시흥동) ,both
634,독산행복점,서울특별시,금천구,"서울특별시 금천구 범안로 1193 (독산동, 가남물산제1 1층",both
635,가산점,서울특별시,금천구,서울 금천구 가산동  152-16,both
636,광명하안3점(8),서울특별시,금천구,서울 금천구 독산동 1100-3번지,both
637,독산시흥본점,서울특별시,금천구,서울 금천구 독산동 1077-37  1층,both
638,시흥본점,서울특별시,금천구,"서울특별시 금천구 시흥대로 150 (시흥동,지상1층)",both
639,김포구래점,경기도,김포시,경기 김포시 구래동 6883-11 애플상가 105호 ,both
640,장기수변점,경기도,김포시,"경기도 김포시 김포한강2로23번길 10 (장기동, 라베니 1층 121호 122호",both
641,장기수변점2호점(분점),경기도,김포시,"경기도 김포시 김포한강2로 23번길 10, B118호 (장기 ",both
642,김포대곶점,경기도,김포시,경기 김포시 대곶면 거물대리 409-9,both
643,김포마산점(올리브치킨),경기도,김포시,"경기 김포시 마산동 김포한강8로 165,108호",both
644,김포마송점,경기도,김포시,경기 김포시 통진읍 서암리 714-43,both
645,김포사우점,경기도,김포시,"경기도 김포시 사우중로74번길 39 (사우동, 다이안월 102호",both
646,김포양곡행운점,경기도,김포시,경기도 김포시 양촌읍 양곡2로 5-6 ,both
647,김포운양행복점,경기도,김포시,경기도 김포시 김포한강1로 227 (운양동) 101호(광장프라자1동),both
648,김포월곶점,경기도,김포시,경기도 김포시 월곶면 애기봉로 16 (1층),both
649,김포장기점,경기도,김포시,경기 김포시 장기동 1421,both
650,김포풍무점,경기도,김포시,"경기도 김포시 풍무로96번길 40 (풍무동, 풍무자이아 풍무자이1단지B04호",both
651,김포하성점(올리브카페),경기도,김포시,경기도 김포시 하성면 하성로 490 ,both
652,김포학운점,경기도,김포시,경기도 김포시 양촌읍 황금로48번길 5-11 ,both
653,북변감정점,경기도,김포시,경기도 김포시 봉화로167번길 10 (감정동) ,both
654,한강센트럴자이점(올리브카페),경기도,김포시,"경기도 김포시 태장로 845 (장기동, 한강센트럴자이1 101호",both
655,남원점,전라북도,남원시,전북 남원시 향교동 1049-4,both
656,노량진점,서울특별시,동작구,"서울특별시 동작구 노량진로8길 53 (노량진동, 토끼바 ",both
657,사당점,서울특별시,동작구,서울특별시 동작구 동작대로9길 7 (사당동) 1층 (사당동),both
658,상도2점,서울특별시,동작구,서울 동작구 상도동 17-62,both
659,상도점,서울특별시,동작구,서울특별시 동작구 양녕로 184 (상도동) 1층,both
660,숭실대점,서울특별시,동작구,서울 동작구 상도1동 347,both
661,시즌아이PC방숭실대(취급),서울특별시,동작구,서울특별시 동작구 상도로61길 40 (상도동) 3층 ,both
662,신대방1점(3명변),서울특별시,동작구,서울 동작구 신대방동 605-11,both
663,총신대점,서울특별시,동작구,서울 동작구 사당5동 217-2번지,both
664,흑석점,서울특별시,동작구,서울 동작구 흑석동 86-103호,both
665,다사강정보점,대구광역시,달성군,대구 달성군 다사읍 죽곡리 809-2,both
666,서재세천점,대구광역시,달성군,대구광역시 달성군 다사읍 세천북로 28-1 1층 101호,both
667,대구다사죽곡점,대구광역시,달성군,대구광역시 달성군 다사읍 대실역북로 70-1 ,both
668,대구천내점,대구광역시,달성군,대구 달성군 화원읍 천내리 54-1번지,both
669,옥포점,대구광역시,달성군,대구광역시 달성군 옥포면 돌미상업로1길 25 ,both
670,옥포점,대구광역시,달성군,대구광역시 달성군 옥포면 돌미상업로1길 25 103호,both
671,현풍테크노폴리스점,대구광역시,달성군,대구광역시 달성군 유가면 현풍로47길 5 ,both
672,당산행운점,서울특별시,영등포구,"서울특별시 영등포구 양산로 128 (당산동1가, 환희빌 ",both
673,대림점(cafe)(2),서울특별시,영등포구,"서울특별시 영등포구 대림로 191 (대림동, 유림빌딩) 1층",both
674,신길사러가점,서울특별시,영등포구,"서울특별시 영등포구 신길로39길 4,(신길동, 지상1층) 1층",both
675,영등포본점,서울특별시,영등포구,서울특별시 영등포구 영중로 65 (영등포동6가) ,both
676,영등포점,서울특별시,영등포구,서울 영등포구 영등포동8가 75-6,both
677,영등포중앙점,서울특별시,영등포구,서울 영등포구 영등포동3가 7-25 델리타운 101,both
678,여의도역아일렉스점,서울특별시,영등포구,"서울특별시 영등포구 의사당대로 108 (여의도동, 아일 지하1층 F01호",both
679,여의도점,서울특별시,영등포구,서울 영등포구 여의도동 26 S-TRENUE 지하B103호,both
680,당산역점,서울특별시,영등포구,"서울특별시 영등포구 당산로45길 1 (당산동5가, 당산  105호",both
681,대방점(7),서울특별시,영등포구,서울 영등포구 신길동 4027,both
682,문래점,서울특별시,영등포구,서울 영등포구 문래동6가 8번지   그대가상가 102호,both
683,시랄라워터파크점(특화)(사변),서울특별시,영등포구,"서울특별시 영등포구 문래로 164 (문래동3가, 영등포  제비 201호, 제비 202호",both
684,신길점,서울특별시,영등포구,서울 영등포구 신길1동 463-36,both
685,여의도역점,서울특별시,영등포구,서울 영등포구 여의도동 35-2 백상빌딩 101호,both
686,여의도점,서울특별시,영등포구,"서울특별시 영등포구 국제금융로7길 32 (여의도동,1층3호)",both
687,대구대봉점(치킨앤비어),대구광역시,중구,"대구광역시 중구 대봉로 223 (대봉동, 태양약국) 1층",both
688,대구남산대신점,대구광역시,중구,대구 중구 남산4동 2937-1 남산그린타운 101동1호,both
689,대구중구점,대구광역시,중구,대구 중구 수창동 153 ,both
690,대구무태점,대구광역시,북구,대구 북구 동변동 669-1 ,both
691,금호행복점,대구광역시,북구,대구광역시 북구 한강로8길 13-9 (금호동) 1층 104호,both
692,대구구암점,대구광역시,북구,대구 북구 구암동 692-13,both
693,대구대현복현사랑점,대구광역시,북구,대구 북구 복현1동 421-1번지,both
694,대구동천점,대구광역시,북구,대구 북구 동천동 944-6,both
695,대구매천점,대구광역시,북구,대구 북구 매천동 매천택지개발사업지구 20블록 5로트,both
696,대구복현산격점,대구광역시,북구,대구 북구 검단동 936-19,both
697,대구산격점,대구광역시,북구,"대구광역시 북구 동북로 131 (산격동, 양우내안애아파 106-101(산격동,양우내안애아파트상가)",both
698,대구칠성점,대구광역시,북구,대구 북구 칠성동2가 355-27,both
699,대구칠성점(올리브치킨),대구광역시,북구,대구광역시 북구 칠성로 39 (칠성동2가) ,both
700,대구태전행복점,대구광역시,북구,대구 북구 태전동 961-11번지 1층,both
701,칠곡학정점,대구광역시,북구,대구광역시 북구 칠곡중앙대로118길 20 (읍내동) 104호,both
702,대구성당본리점,대구광역시,달서구,대구광역시 달서구 장기로 176 (감삼동),both
703,대구신당1점,대구광역시,달서구,대구광역시 달서구 서당로 79 (신당동) 1층,both
704,죽전월드마크점,대구광역시,달서구,"대구광역시 달서구 와룡로 169 (감삼동, 월드마크웨스 1층 101-111호",both
705,크리스탈호텔점,대구광역시,달서구,대구광역시 달서구 달구벌대로 1910 (두류동) 1층,both
706,대곡행복점,대구광역시,달서구,"대구광역시 달서구 도원로 48 (도원동, 별메마을 복합 104호",both
707,대구도원점,대구광역시,달서구,대구광역시 달서구 상화로 300-23 (도원동) ,both
708,대구상인행복점,대구광역시,달서구,대구 달서구 상인동 1517 영남화성타운상가 107-3호,both
709,대구성서본점(4)(명변),대구광역시,달서구,"대구광역시 달서구 선원남로 151 (용산동, 한마음아파 210동 103호",both
710,대구송현2점,대구광역시,달서구,대구 달서구 송현1동 203-1  1층,both
711,대구용산점,대구광역시,달서구,대구광역시 달서구 용산서로 70 (용산동) ,both
712,대구월성행복점,대구광역시,달서구,대구 달서구 월성동 120번지 푸르지오상가 2동103호,both
713,대구유천스타점,대구광역시,달서구,"대구광역시 달서구 월배로11길 33 (유천동, 진천역AK 301동 102호",both
714,대구장기사랑점,대구광역시,달서구,"대구광역시 달서구 한들로 55 (장기동, 장기초록나라 501동 108호",both
715,대구진천수목원점,대구광역시,달서구,대구 달서구 대곡동 1015-1 외 1필지 진천상가 104호,both
716,성서이곡희망점,대구광역시,달서구,대구 달서구 이곡1동 한샘타운 상가 102 ,both
717,신월성올리브점,대구광역시,달서구,대구광역시 달서구  조암남로 38 101,both
718,테스트매장,대구광역시,달서구,대구 달서구 월성동 270-1 주공4단지상가 가-106호,both
719,대구아양점,대구광역시,동구,대구광역시 동구 아양로50길 21 (효목동) ,both
720,봉무이시아점,대구광역시,동구,대구광역시 동구 팔공로 250 (봉무동) 이시아스타,both
721,신천대구공고,대구광역시,동구,대구광역시 동구 송라로 82 (신천동) ,both
722,대구신서동호점(cafe),대구광역시,동구,대구 동구 신서동 805-11번지,both
723,대구신암점,대구광역시,동구,대구 동구 신암1동 577~588 588-10,both
724,대구율하본점,대구광역시,동구,대구광역시 동구 율하서로 54 (율하동) 1층 103호,both
725,대구지묘점,대구광역시,동구,대구광역시 동구 파계로6길 46 (지묘동) 제1층101호,both
726,동호본점(express)(2),대구광역시,동구,대구광역시 동구 동호로 54 (동호동) 1층,both
727,방촌행운점,대구광역시,동구,"대구광역시 동구 화랑로88길 30 (방촌동, 보성강남타 201동 103호",both
728,대명본점(Cafe),대구광역시,남구,대구 남구 대명동 2138-10,both
729,대구봉덕점,대구광역시,남구,"대구광역시 남구 이천로 35 (봉덕동) 봉덕동,1층",both
730,대구이천영선점(cafe),대구광역시,남구,대구 남구 이천동 453-71번지,both
731,대전노은점,대전광역시,유성구,대전 유성구 지족동 893-1 105호,both
732,대전도룡점,대전광역시,유성구,"대전광역시 유성구 대덕대로590번길 12-13 (도룡동) 103(도룡동,가온하이츠빌)",both
733,대전유성상대점,대전광역시,유성구,대전광역시 유성구 월드컵대로308번길 13-1 (상대동) 101(상대동),both
734,덕명수통골점,대전광역시,유성구,"대전광역시 유성구 수통골로 91-1 (덕명동, 1층) ",both
735,노은2지구점,대전광역시,유성구,대전 유성구 반석동 647-7,both
736,노은3지구점,대전광역시,유성구,대전광역시 유성구 지족로 283 지상1층 102호(지족동),both
737,대전신성점,대전광역시,유성구,대전 유성구 신성동 152-1번지 대림상가131호,both
738,대전어은점,대전광역시,유성구,대전 유성구 어은동 110-6,both
739,대전유성점,대전광역시,유성구,대전 유성구 봉명동 563-14 1층 7호,both
740,대전전민점,대전광역시,유성구,대전 유성구 전민동 327-23 ,both
741,송강점,대전광역시,유성구,대전광역시 유성구 테크노3로 60 (관평동) 1층 115호,both
742,대전성남점,대전광역시,동구,대전 동구 성남동 200-195,both
743,대전터미널점,대전광역시,동구,"대전광역시 동구 동서대로1695번길 30 (용전동, 대전 1층 CE110호",both
744,대전가양점,대전광역시,동구,대전 동구 가양동 398-4번지 1-2,both
745,대전가오점,대전광역시,동구,대전광역시 동구 대전로 448 (가오동) 104호,both
746,대전비래점,대전광역시,동구,대전광역시 동구 흥룡로 71번길 91 1층(가양동),both
747,대전용운점,대전광역시,동구,대전광역시 동구 용운로 127 ,both
748,동암역점,인천광역시,부평구,인천광역시 부평구 동암남로 1 (십정동) 2층,both
749,부개일신점,인천광역시,부평구,인천광역시 부평구  동수로 169-1 ,both
750,부개주공점,인천광역시,부평구,인천광역시 부평구  길주남로 157 201,both
751,굴포천점,인천광역시,부평구,"인천광역시 부평구 충선로203번길 16 (삼산동, 창성프 101,102호",both
752,인천청천점,인천광역시,부평구,인천광역시 부평구 마장로 475 (청천동) ,both
753,부평2점,인천광역시,부평구,인천 부평구 부평2동 756-103,both
754,부평4점(cafe),인천광역시,부평구,인천 부평구 부평4동 441-36번지 부평빌딩1층,both
755,부평삼산점,인천광역시,부평구,인천 부평구 삼산동 389-2 로얄프라자 108호,both
756,부평삼산타운점,인천광역시,부평구,인천 부평구 삼산동 440-1 삼산타운상가 107호,both
757,인천부개점,인천광역시,부평구,인천 부평구 부개동 124-35번지  1층,both
758,인천산곡점,인천광역시,부평구,인천 부평구 산곡4동 137-13  혜성프라자103호,both
759,인천산곡행운점,인천광역시,부평구,인천광역시 부평구 원적로 291 (산곡동) 1층,both
760,동해북삼점,강원도,동해시,강원도 동해시 효자남길 29-8 (쇄운동),both
761,동해북삼점(올리브카페),강원도,동해시,강원도 동해시 효자남길 29-8 (쇄운동) ,both
762,동해천곡점,강원도,동해시,"강원도 동해시 천곡로 38 (천곡동, 굿모닝플라워) ",both
763,등촌역점,서울특별시,양천구,서울특별시 양천구 목동중앙북로7가길 58 (목동) 1층,both
764,화곡3점,서울특별시,양천구,서울특별시 양천구 월정로 218 (신월동) 1층,both
765,목동5점,서울특별시,양천구,서울특별시 양천구 목동서로 130 (목동) 101호,both
766,목동역점,서울특별시,양천구,서울 양천구 목1동 935 진도아파트상가 101.103호,both
767,목동한청점,서울특별시,양천구,서울 양천구 목동 199-46 우성 대원프라자 101호,both
768,신월뉴타운점,서울특별시,양천구,"서울특별시 양천구 신월로15길 7 (신월동,길성아파트상가(107-108))",both
769,양천구청점,서울특별시,양천구,"서울특별시 양천구 목동서로 400 (신정동, 목동10단지 103호,목동10단지A상가)",both
770,오목교점,서울특별시,양천구,서울 양천구 목1동 405-350,both
771,마전우선점,인천광역시,서구,인천광역시 서구 완정로 46 (마전동) 1동 5호 6호,both
772,김포불로점,인천광역시,서구,인천 서구 불로동 불로지구39블럭 불로금호어울림상가101호,both
773,인천가좌점,인천광역시,서구,인천광역시 서구 건지로348번길 27 (가좌동) 102호,both
774,인천단봉오류점,인천광역시,서구,"인천광역시 서구 봉화로 18 (왕길동, 드림파크 어울림 209동 101호",both
775,인천당하점(express2)(2),인천광역시,서구,"인천광역시 서구 청마로167번안길 17 (당하동, 선혜프 115호",both
776,인천마전점,인천광역시,서구,인천 서구 마전동 608-2번지 1층상가,both
777,인천서구청점,인천광역시,서구,인천광역시 서구 승학로 310 (연희동) 1층,both
778,인천신현점,인천광역시,서구,인천 서구 신현동 278~295 280-4,both
779,인천청라점,인천광역시,서구,인천 서구 연희동 796-13 중흥클래스 2차상가 101호,both
780,청라타워점,인천광역시,서구,"인천광역시 서구 청라커낼로260번길 7-19 (경서동,청라에이스프라자107호)",both
781,메트로자이점,부산광역시,남구,부산광역시 남구 신선로 566 GS하이츠자이 401-154,both
782,메트로자이점,부산광역시,남구,"부산광역시 남구 신선로 566 (용호동, GS하이츠자이 4 ",both
783,부산대연혁신점,부산광역시,남구,"부산광역시 남구 수영로 345 (대연동, 대연힐스테이트 115동 107호",both
784,부산대연점,부산광역시,남구,부산광역시 남구 수영로219번길 45 (대연동),both
785,부산문현점,부산광역시,남구,부산 남구 문현동 202-69,both
786,부산용호점,부산광역시,남구,부산 남구 용호동 393-1 ,both
787,우암감만점,부산광역시,남구,"부산광역시 남구 석포로 52-2 (감만동, 마포통구이) 1층",both
788,모전대박점,경상북도,문경시,경북 문경시 모전동 873-6,both
789,흥덕행복점,경상북도,문경시,경상북도 문경시 호서로 100 (흥덕동),both
790,문경점,경상북도,문경시,경북 문경시 문경읍 하리 63-2,both
791,목포하당2호점(cafe),전라남도,목포시,전남 목포시 옥암동 965번지 금호아파트상가,both
792,광주목포연산점,전라남도,목포시,전남 목포시 산정동 1778-16,both
793,목포석현점,전라남도,목포시,"전라남도 목포시 텃골로33번길 53, 제주민복지시설동  (석현동, 석현동 금호어울림)",both
794,목포옥암점(올리브카페),전라남도,목포시,전라남도 목포시 남악2로9번길 8 (옥암동) 1층,both
795,목포하당점,전라남도,목포시,"전라남도 목포시 교육로 37 (상동, 목포우성우편취급 ",both
796,목포하당점(express)(2),전라남도,목포시,"전라남도 목포시 교육로 37 (상동, 목포우성우편취급 ",both
797,무주설천점,전라북도,무주군,전라북도 무주군 설천면 삼도봉로 14 ,both
798,민락스타점,경기도,의정부시,경기도 의정부시 오목로225번길 89-66 (민락동) 108호,both
799,의정부신곡중앙점,경기도,의정부시,"경기도 의정부시 동일로 454번길 7(신곡동, 5층) ",both
800,의정부가능점,경기도,의정부시,경기 의정부시 가능1동 667-20,both
801,의정부신곡점,경기도,의정부시,"경기도 의정부시 금신로 323 (신곡동, 대영프라자빌딩 1층 108호",both
802,의정부용현점,경기도,의정부시,경기 의정부시 용현동 39-26,both
803,의정부점,경기도,의정부시,경기 의정부시 의정부동 221-57 ,both
804,의정부호원점,경기도,의정부시,경기도 의정부시 평화로190번길 5 (호원동) 2층,both
805,배곧랜드마크점,경기도,시흥시,경기 시흥시 정왕동 1772-23 센타프라자2 102호 ,both
806,시화베니키아호텔점,경기도,시흥시,"경기도 시흥시 평안상가4길 21 (정왕동, 시흥관광호텔 A동 1,2층",both
807,시흥능곡점,경기도,시흥시,경기 시흥시 능곡동 747 광장프라자 103호,both
808,시흥은행점,경기도,시흥시,"경기 시흥시 은행로 152, 104",both
809,시화정왕2호점,경기도,시흥시,"경기도 시흥시 서촌상가3길 17 (정왕동, 명지프라자) ",both
810,시화정왕점,경기도,시흥시,경기 시흥시 정왕동 1866-6 ,both
811,시화함현마을점,경기도,시흥시,경기 시흥시 정왕동 1879-5 ,both
812,시흥대야점,경기도,시흥시,"경기도 시흥시 비둘기공원7길 39 (대야동, 트윈프라자 A-107",both
813,시흥신천,경기도,시흥시,경기 시흥시 신천동 750-3,both
814,시흥연성점,경기도,시흥시,경기도 시흥시 장곡로 23 (장곡동) 106호 일부,both
815,시흥월곶점,경기도,시흥시,경기 시흥시 월곶동 1009-2번지 월곶중앙프라자 104호,both
816,시흥정왕역점,경기도,시흥시,"경기도 시흥시 역전로302번길 9 (정왕동, 정현빌딩) 1층 102호",both
817,정왕본동점,경기도,시흥시,경기도 시흥시 정왕시장길 25 (정왕동) 1층 102호,both
818,부곡행복점,부산광역시,금정구,부산 금정구 부곡동 888-33 ,both
819,부산구서점,부산광역시,금정구,부산광역시 금정구 구서중앙로 25 ,both
820,부산남산점,부산광역시,금정구,부산광역시 금정구 금강로 735-1 (청룡동) ,both
821,부산부곡점,부산광역시,금정구,부산 금정구 부곡동 292-13,both
822,"부산장전점(express)(2,명변)",부산광역시,금정구,"부산광역시 금정구 금강로 225 (장전동, 벽산블루밍디 1층 204호 2단지 근린생활시설동",both
823,부산모덕점,부산광역시,사상구,"부산광역시 사상구 백양대로 730 (덕포동, 프로새차만 ",both
824,부산사상역점,부산광역시,사상구,부산광역시 사상구 광장로 96 (괘법동) ,both
825,부산모라점,부산광역시,사상구,부산 사상구 모라동 1339-19,both
826,부산사상점,부산광역시,사상구,부산 사상구 괘법동 516-1 한신아파트상가 2동 107-1,both
827,부산신주례점,부산광역시,사상구,부산 사상구 주례동 939-1 주례1차 A상가 106-114,both
828,부산엄궁점,부산광역시,사상구,부산 사상구 엄궁동 40-67,both
829,부산학장점,부산광역시,사상구,"부산광역시 사상구 학감대로123번길 67 (학장동, 학장 301동 지하1층 206호",both
830,부산민락점,부산광역시,수영구,"부산광역시 수영구 광안해변로344번길 9-11 (민락동,  1층",both
831,부산광안리점,부산광역시,수영구,부산 수영구 광안동 192-16,both
832,부산남천점(express)(2),부산광역시,수영구,부산광역시 수영구 수영로408번길 24-4 (남천동) 1층,both
833,부산망미점,부산광역시,수영구,부산 수영구 망미동 444-18 ,both
834,부산수영점,부산광역시,수영구,부산광역시 수영구 무학로 30-4 (광안동) ,both
835,부산송도점,부산광역시,서구,부산광역시 서구 송도해변로 67 ,both
836,부산대신점,부산광역시,서구,부산광역시 서구 부용로 15-1 (서대신동1가) ,both
837,부산영주중앙점,부산광역시,중구,부산광역시 중구 중구로 188 (영주동) ,both
838,부산중동점(치킨앤비어),부산광역시,중구,"부산광역시 중구 중앙대로 114 (중앙동4가, 크라운 하 2층",both
839,삼척점,강원도,삼척시,강원도 삼척시 중앙로 249 (남양동) ,both
840,삼척대명리조트점,강원도,삼척시,강원 삼척시 갈천동 산 16-4번지 메인로비 1층 ,both
841,삼천포점,경상남도,사천시,경상남도 사천시 벌리9길 7 (벌리동),both
842,사천사남점,경상남도,사천시,경상남도 사천시 사남면 진삼로 1126 ,both
843,사천시청점(올리브치킨3),경상남도,사천시,경상남도 사천시 용현면 용현2길 50 (시티빌딩) ,both
844,사천점(올리브치킨3),경상남도,사천시,경상남도 사천시 사천읍 역사동길 41 ,both
845,상봉점,서울특별시,중랑구,서울특별시 중랑구 면목로 442-1 (면목동) ,both
846,묵동행복점,서울특별시,중랑구,서울특별시 중랑구 중랑역로 242 (묵동) 1층2호,both
847,사가정점,서울특별시,중랑구,서울 중랑구 면목3동 454-23,both
848,신내점,서울특별시,중랑구,서울 중랑구 신내동 531-11 ,both
849,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로12길 45 (상봉동, 지앤지 2층",both
850,생연점,경기도,동두천시,경기도 동두천시 생골로 24 (생연동) 104호,both
851,동두천송내점,경기도,동두천시,경기 동두천시 지행동 719-3 현대프라자 1층 107호,both
852,성남단대점,경기도,성남시,경기도 성남시 중원구 광명로 299 (금광동) ,both
853,성남시청점,경기도,성남시,경기 성남시 중원구 여수동 201 103호 ,both
854,성남중원점,경기도,성남시,경기도 성남시 중원구 갈마치로 215 금강펜테리움IT타 지하,both
855,을지대점,경기도,성남시,경기도 성남시 중원구 산성대로 558 (은행동) ,both
856,동판교백현마을점,경기도,성남시,경기 성남시 분당구 백현동 604,both
857,동판교백현마을점,경기도,성남시,"경기도 성남시 분당구 동판교로 52 (백현동, 제이스타 52번길 5(백현동)",both
858,동판교봇들마을점,경기도,성남시,경기도 성남시 분당구 동판교로 212 봇들마을6단지아 봇들마을가상가 101,both
859,분당구미점,경기도,성남시,경기도 성남시 분당구  미금로 48 101,both
860,분당미금점,경기도,성남시,경기 성남시 분당구 구미동 47-3,both
861,분당본점,경기도,성남시,경기 성남시 분당구 분당동 123-1,both
862,분당서현점,경기도,성남시,경기 성남시 분당구 서현동 94 현대아케이트 127,both
863,분당수내점,경기도,성남시,"경기도 성남시 분당구 수내로 74 (수내동, 양지마을금 108호",both
864,분당아름마을점,경기도,성남시,"경기도 성남시 분당구 성남대로779번길 48 (이매동,골든프라자106호)",both
865,분당야탑본점,경기도,성남시,경기 성남시 분당구 야탑동 287-10,both
866,분당이매촌점,경기도,성남시,"경기도 성남시 분당구 서현로 181 (이매동, 이매촌한 상가1층103호",both
867,분당정자점,경기도,성남시,경기도 성남시 분당구 내정로129번길 17 (정자동) ,both
868,분당정자카페거리점,경기도,성남시,경기도 성남시 분당구 성남대로 381 1층,both
869,분당중앙점(올리브치킨)(2),경기도,성남시,"경기도 성남시 분당구 불정로 141 (정자동, 정든마을 104호",both
870,서판교산운마을점,경기도,성남시,경기 성남시 분당구 운중동 922 산운마을주공11단지내상가 101,both
871,성남금광점(Cafe),경기도,성남시,경기 성남시 중원구 금광동 2889 1층,both
872,성남복정점,경기도,성남시,경기 성남시 수정구 복정동 690-6번지 1층,both
873,성남수진점(2명변),경기도,성남시,경기 성남시 수정구 수진동 3395-2번지 1층,both
874,성남신흥점,경기도,성남시,경기 성남시 수정구 산성동 1466,both
875,성남중앙점,경기도,성남시,경기도 성남시 중원구 광명로 242-3 (중앙동) 1층,both
876,성남태평점,경기도,성남시,경기 성남시 수정구 태평2동 3196번지,both
877,위례점,경기도,성남시,"경기도 성남시 수정구 위례광장로 41 (창곡동) 1층 113호(창곡동,지엠프라자)",both
878,위례중앙2호점,경기도,성남시,"경기도 성남시 수정구 위례광장로 310 (창곡동, 우성 ",both
879,위례중앙본점,경기도,성남시,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례3 상가동 2층 205호",both
880,하대원점,경기도,성남시,경기 성남시 중원구 하대원동 132 ,both
881,성수3점,서울특별시,성동구,"서울특별시 성동구 성덕정길 59 (성수동1가,1층) ",both
